review_id,product_id,customer,location,rating,comment
c34b5fae-5bfc-4604-96d5-6bd4ddb09c2f,c34b5fae-5bfc-4604-96d5-6bd4ddb09c2f,hihihihi,Vancouver,5,Good
57bfc8c2-fec0-4f84-8182-dfec3277af41,57bfc8c2-fec0-4f84-8182-dfec3277af41,yingyi888,Vancouver,2,Not bad
a6a5a40c-9ed9-4599-a1fa-f0b23dd174eb,a6a5a40c-9ed9-4599-a1fa-f0b23dd174eb,apple123000,Toronto,0,Good
48132c3c-7a74-4a3f-af61-075275ea2f43,48132c3c-7a74-4a3f-af61-075275ea2f43,emsl02,Montreal,7,Good
9d40a1b3-7d11-4484-9829-856aa988579c,9d40a1b3-7d11-4484-9829-856aa988579c,xxxxx111,Vancouver,9,Very good product
2a655f39-e501-40c4-8d35-7bee1eb5edb9,2a655f39-e501-40c4-8d35-7bee1eb5edb9,xxxxx111,Toronto,9,Bought
ed4faf27-b1f3-4ca9-aaca-d7d37b989fad,ed4faf27-b1f3-4ca9-aaca-d7d37b989fad,xxxxx111,Toronto,4,Very good product
4a3ba0ff-1ca0-4e36-97c0-f064b368f248,4a3ba0ff-1ca0-4e36-97c0-f064b368f248,apple123000,Toronto,1,Great
2c450a02-7f77-4549-8e59-630880b96dce,2c450a02-7f77-4549-8e59-630880b96dce,emsl02,Montreal,5,Very good product
40d1a45b-23aa-406e-a5e3-a3aec2678ee5,40d1a45b-23aa-406e-a5e3-a3aec2678ee5,hihihihi,Alberta,5,Do not buy it
c55a2e3a-b508-42fa-a3af-4d8e119cca59,c55a2e3a-b508-42fa-a3af-4d8e119cca59,yingyi888,Alberta,5,Not bad
f4c3c239-8fa6-4103-9203-b86b1b7ff966,f4c3c239-8fa6-4103-9203-b86b1b7ff966,hihihihi,Calgary,10,Bought
7eeaf9fa-af33-4719-b74d-0492fce0e1e2,7eeaf9fa-af33-4719-b74d-0492fce0e1e2,xxxxx111,Toronto,2,Very good product
491271cb-4570-47a4-bf9f-5b283a5ac9c8,491271cb-4570-47a4-bf9f-5b283a5ac9c8,emsl02,Montreal,7,Good
e9c6e397-2910-4a61-a6f5-f43852f6aca4,e9c6e397-2910-4a61-a6f5-f43852f6aca4,lwe_s,Calgary,3,It is ok
f0eddcf2-8849-4b4c-8f8d-bf51f3f6dcd8,f0eddcf2-8849-4b4c-8f8d-bf51f3f6dcd8,lwe_s,Alberta,0,Good
88249393-d63c-4639-9f30-5d377eba3061,88249393-d63c-4639-9f30-5d377eba3061,emsl02,Toronto,1,Bought
315b479a-360e-4f1f-8273-27d7c825d99f,315b479a-360e-4f1f-8273-27d7c825d99f,yingyi888,Toronto,9,It is ok
cd1735d5-d613-4629-9127-e14ea7e3dd31,cd1735d5-d613-4629-9127-e14ea7e3dd31,yingyi888,Toronto,4,Good
12e989e2-b8e3-4f3a-b3f8-22600c517e9a,12e989e2-b8e3-4f3a-b3f8-22600c517e9a,emsl02,Toronto,5,Good
9a4a4406-9dc6-4f8a-aa96-5c4764584ac2,9a4a4406-9dc6-4f8a-aa96-5c4764584ac2,yingyi888,Toronto,5,Very good product
405eabe0-f491-47dc-9742-b14f8c322af1,405eabe0-f491-47dc-9742-b14f8c322af1,lwe_s,Alberta,4,Very good product
3a30bb4a-4848-47e7-b648-6e4a97da1e20,3a30bb4a-4848-47e7-b648-6e4a97da1e20,yingyi888,Toronto,1,Good
a4ed2aa2-8bc5-4fcf-afa6-055ad5aba533,a4ed2aa2-8bc5-4fcf-afa6-055ad5aba533,hihihihi,Vancouver,3,Very good product
e2ecffe2-ce75-4943-accc-36603416be43,e2ecffe2-ce75-4943-accc-36603416be43,xxxxx111,Vancouver,2,Bought
c833db66-730c-47b9-8d14-a3f2ae6dc59b,c833db66-730c-47b9-8d14-a3f2ae6dc59b,xxxxx111,Toronto,8,Do not buy it
dc1f8c80-e780-4e6f-9782-ce752fb921e4,dc1f8c80-e780-4e6f-9782-ce752fb921e4,xxxxx111,Toronto,9,Great
d7960ea2-8674-4cd4-8e4e-eb32c96898ee,d7960ea2-8674-4cd4-8e4e-eb32c96898ee,hihihihi,Montreal,2,Great
e643a6bd-0313-43fd-900f-7f052248f497,e643a6bd-0313-43fd-900f-7f052248f497,emsl02,Vancouver,4,Good
37c310f2-b5b1-4dd6-a0bf-688a70a59841,37c310f2-b5b1-4dd6-a0bf-688a70a59841,yingyi888,Calgary,6,Good
f19fbc83-f82c-4fe2-a141-bec84c53bc1a,f19fbc83-f82c-4fe2-a141-bec84c53bc1a,emsl02,Montreal,2,Not bad
8dcc853e-4b29-489d-b852-1e775148c639,8dcc853e-4b29-489d-b852-1e775148c639,apple123000,Montreal,3,Great
50bd05ae-fcfc-4252-bb76-79d95c690055,50bd05ae-fcfc-4252-bb76-79d95c690055,xxxxx111,Vancouver,0,It is ok
c592ec66-a7f0-4a74-9a9b-ab2ebf991dc8,c592ec66-a7f0-4a74-9a9b-ab2ebf991dc8,hihihihi,Vancouver,5,Good
097cfdb6-64c7-4c81-b6ce-cd101946c19e,097cfdb6-64c7-4c81-b6ce-cd101946c19e,lwe_s,Vancouver,2,Great
04a6b974-59b5-4e96-aa3d-fe1f7c4b956d,04a6b974-59b5-4e96-aa3d-fe1f7c4b956d,yingyi888,Toronto,9,Great
56247897-6230-421e-a373-b01cb9255805,56247897-6230-421e-a373-b01cb9255805,yingyi888,Montreal,10,Not bad
1d574946-ff6c-4ea4-877b-184eb5142d0b,1d574946-ff6c-4ea4-877b-184eb5142d0b,emsl02,Vancouver,0,Great
fbded068-fbfe-488c-8084-dbdb0ee28d3c,fbded068-fbfe-488c-8084-dbdb0ee28d3c,lwe_s,Toronto,4,Good
b91ca4a6-ac8e-480e-a0cb-ec94df2bdb4e,b91ca4a6-ac8e-480e-a0cb-ec94df2bdb4e,xxxxx111,Calgary,4,Bought
ced47ede-0b39-4b37-a47b-bc9fad7313be,ced47ede-0b39-4b37-a47b-bc9fad7313be,xxxxx111,Calgary,9,Bought
a726ca58-1725-4c33-bb7a-31e921d916de,a726ca58-1725-4c33-bb7a-31e921d916de,lwe_s,Toronto,10,Bought
131f82f6-3bd6-4abb-821d-80e8c2229d9a,131f82f6-3bd6-4abb-821d-80e8c2229d9a,emsl02,Calgary,9,Great
8a0c1c93-e9c6-44a1-bacc-bfa18a06fbd0,8a0c1c93-e9c6-44a1-bacc-bfa18a06fbd0,lwe_s,Montreal,1,Do not buy it
a402f119-267d-4601-a85f-eede51f55b85,a402f119-267d-4601-a85f-eede51f55b85,yingyi888,Calgary,10,It is ok
b074f956-7d0d-42c6-9fce-b1385fe15fa3,b074f956-7d0d-42c6-9fce-b1385fe15fa3,lwe_s,Alberta,10,Very good product
b42d9070-cd30-4b1b-bafa-4aedf1d47780,b42d9070-cd30-4b1b-bafa-4aedf1d47780,emsl02,Alberta,2,Great
b421c927-02e2-48e0-8967-e62c631c693b,b421c927-02e2-48e0-8967-e62c631c693b,apple123000,Calgary,3,Very good product
706f4f1d-622e-47b6-8d09-56d0efafe40d,706f4f1d-622e-47b6-8d09-56d0efafe40d,xxxxx111,Vancouver,0,Not bad
3f0eb425-79d8-446b-87d6-39adc53535e1,3f0eb425-79d8-446b-87d6-39adc53535e1,lwe_s,Toronto,0,Do not buy it
99da96ea-2a70-44fd-a545-2a13a7551ec6,99da96ea-2a70-44fd-a545-2a13a7551ec6,emsl02,Toronto,5,It is ok
fc6d33dd-e3fe-496e-be5d-d1011083bf45,fc6d33dd-e3fe-496e-be5d-d1011083bf45,emsl02,Calgary,5,Great
c156f309-3ed6-4351-a47b-2656bf82113f,c156f309-3ed6-4351-a47b-2656bf82113f,xxxxx111,Calgary,1,Bought
93e6f0e5-311a-4d53-bc17-359914068f52,93e6f0e5-311a-4d53-bc17-359914068f52,lwe_s,Calgary,7,It is ok
6e69f1d5-fb62-4cb4-b446-90f3ec9129ac,6e69f1d5-fb62-4cb4-b446-90f3ec9129ac,emsl02,Toronto,9,It is ok
3d8c1861-2a18-4865-8e09-c20440c10af7,3d8c1861-2a18-4865-8e09-c20440c10af7,emsl02,Vancouver,9,It is ok
e355c271-cbb7-41ab-9b53-9990b13a4e27,e355c271-cbb7-41ab-9b53-9990b13a4e27,lwe_s,Montreal,2,Bought
60ced610-31bd-40e7-97cc-bbb855140777,60ced610-31bd-40e7-97cc-bbb855140777,hihihihi,Vancouver,5,Very good product
e9c63b79-5b11-4d72-a558-cf1a3282ef08,e9c63b79-5b11-4d72-a558-cf1a3282ef08,xxxxx111,Toronto,0,Good
e68d87c5-0b20-45ad-9c81-6ff45245d25c,e68d87c5-0b20-45ad-9c81-6ff45245d25c,lwe_s,Calgary,0,Do not buy it
8820e15d-a2d8-411b-bd33-d4d34a883b86,8820e15d-a2d8-411b-bd33-d4d34a883b86,hihihihi,Montreal,7,Not bad
46bd1fda-c5e5-47f9-94ff-62d7a85a4678,46bd1fda-c5e5-47f9-94ff-62d7a85a4678,hihihihi,Vancouver,2,Do not buy it
9679a1fe-0f47-4a7f-99b6-76a18e38bbcc,9679a1fe-0f47-4a7f-99b6-76a18e38bbcc,yingyi888,Calgary,4,Good
f5b62fe4-cfa0-432e-9d73-442f74dc482a,f5b62fe4-cfa0-432e-9d73-442f74dc482a,lwe_s,Toronto,10,Very good product
7514c5cf-1484-4ff1-8aa1-0930dd7d6d7c,7514c5cf-1484-4ff1-8aa1-0930dd7d6d7c,lwe_s,Alberta,5,Do not buy it
274fb82f-19d3-4f44-83c3-b297c61f1c18,274fb82f-19d3-4f44-83c3-b297c61f1c18,yingyi888,Vancouver,10,It is ok
e383f2ab-a6fd-4220-b50b-542b5a1eafa1,e383f2ab-a6fd-4220-b50b-542b5a1eafa1,yingyi888,Alberta,7,Not bad
944afc29-0760-4374-b6ce-821e7c5340ab,944afc29-0760-4374-b6ce-821e7c5340ab,apple123000,Alberta,9,Bought
657d5676-de60-4ab3-86e6-0420eae7cff0,657d5676-de60-4ab3-86e6-0420eae7cff0,emsl02,Alberta,1,Do not buy it
9ac2908e-135e-4853-80d7-7a2749f0f1c7,9ac2908e-135e-4853-80d7-7a2749f0f1c7,yingyi888,Montreal,5,Good
4210f82e-7044-4687-98ec-a3230eb66282,4210f82e-7044-4687-98ec-a3230eb66282,xxxxx111,Vancouver,2,Do not buy it
46debe0d-d684-4917-8032-2ecb1540aacb,46debe0d-d684-4917-8032-2ecb1540aacb,emsl02,Montreal,4,Do not buy it
a5c9d977-dcc1-4e99-933e-2cc2194ebe3c,a5c9d977-dcc1-4e99-933e-2cc2194ebe3c,hihihihi,Vancouver,10,Very good product
46287bdc-4de5-4ed5-a61e-d50eaeacbc14,46287bdc-4de5-4ed5-a61e-d50eaeacbc14,apple123000,Vancouver,7,Do not buy it
c3135d2d-c64e-4a02-ba79-44d8f5f94a21,c3135d2d-c64e-4a02-ba79-44d8f5f94a21,xxxxx111,Montreal,2,Bought
22aaf005-d6a8-4e3b-af1e-359595743be9,22aaf005-d6a8-4e3b-af1e-359595743be9,yingyi888,Montreal,1,Great
44ed45ef-b2d6-4044-a316-bc48dc4def67,44ed45ef-b2d6-4044-a316-bc48dc4def67,hihihihi,Vancouver,5,Great
c1c36e9e-5ae5-409a-a81c-3fe5d4dd3848,c1c36e9e-5ae5-409a-a81c-3fe5d4dd3848,yingyi888,Alberta,6,Good
9ab0fb14-16b6-48be-ade2-9ff19ddeae6d,9ab0fb14-16b6-48be-ade2-9ff19ddeae6d,hihihihi,Montreal,0,Not bad
7500b586-503b-41a0-ba09-c3731c933386,7500b586-503b-41a0-ba09-c3731c933386,yingyi888,Alberta,5,Great
0f6ac446-abd9-4ba4-a1de-68c3b01516ad,0f6ac446-abd9-4ba4-a1de-68c3b01516ad,yingyi888,Montreal,7,Bought
a945059f-f86a-41c5-9733-2c39124735fd,a945059f-f86a-41c5-9733-2c39124735fd,yingyi888,Montreal,3,Good
4a193bfe-28c2-43b7-8509-9054ff5f9706,4a193bfe-28c2-43b7-8509-9054ff5f9706,apple123000,Calgary,10,Not bad
cd03d5d2-6174-4a02-8548-f632c34a8081,cd03d5d2-6174-4a02-8548-f632c34a8081,yingyi888,Vancouver,10,Great
f15626b0-00ed-4028-bbe3-9f199c8de1ef,f15626b0-00ed-4028-bbe3-9f199c8de1ef,hihihihi,Montreal,3,Great
09819e26-1a0f-4021-a6a9-c37056b6c551,09819e26-1a0f-4021-a6a9-c37056b6c551,emsl02,Alberta,6,Very good product
f05a4103-783d-4f66-9945-cc120ece91c7,f05a4103-783d-4f66-9945-cc120ece91c7,yingyi888,Calgary,9,Not bad
c659971a-cdfb-4b33-b0f4-f28f680d2753,c659971a-cdfb-4b33-b0f4-f28f680d2753,lwe_s,Alberta,6,Good
bca01889-f3c9-4aa7-a95c-717c2377c658,bca01889-f3c9-4aa7-a95c-717c2377c658,emsl02,Vancouver,7,Good
9108aa4f-b1fc-4fe4-b4ef-3ff8445010c1,9108aa4f-b1fc-4fe4-b4ef-3ff8445010c1,yingyi888,Toronto,10,Bought
96d17a80-b8f0-4a59-b160-6d45b3420713,96d17a80-b8f0-4a59-b160-6d45b3420713,lwe_s,Toronto,0,Very good product
535864ad-9eac-40d2-bd04-e5298c86489b,535864ad-9eac-40d2-bd04-e5298c86489b,lwe_s,Calgary,1,Great
88b17953-0b19-495b-9228-7f1fd6330ef9,88b17953-0b19-495b-9228-7f1fd6330ef9,apple123000,Vancouver,1,Do not buy it
a2ff0a27-5a3f-4616-8ecd-f015b52d649c,a2ff0a27-5a3f-4616-8ecd-f015b52d649c,yingyi888,Toronto,9,Not bad
62731ca7-a702-4f6a-8748-49d71e5d6f8f,62731ca7-a702-4f6a-8748-49d71e5d6f8f,lwe_s,Toronto,7,Very good product
3abe08b7-eb79-42dd-8c23-4743cfcfca98,3abe08b7-eb79-42dd-8c23-4743cfcfca98,emsl02,Vancouver,5,Bought
69111af8-5b7b-419e-aed3-0da5c9870330,69111af8-5b7b-419e-aed3-0da5c9870330,lwe_s,Calgary,8,It is ok
43a63aaa-7664-4943-861c-a0edfeef21e2,43a63aaa-7664-4943-861c-a0edfeef21e2,lwe_s,Calgary,10,Bought
328f7c6e-f82e-41fd-ba51-075e89c09c4a,328f7c6e-f82e-41fd-ba51-075e89c09c4a,apple123000,Toronto,3,Good
516e420c-356b-4b67-be97-6b0a78e83594,516e420c-356b-4b67-be97-6b0a78e83594,hihihihi,Toronto,6,Not bad
ad5906c0-6e5e-4943-95fc-2b85c32b89ad,ad5906c0-6e5e-4943-95fc-2b85c32b89ad,xxxxx111,Toronto,0,Very good product
d45000f4-be9f-497e-937a-f4c3d6600441,d45000f4-be9f-497e-937a-f4c3d6600441,emsl02,Montreal,1,Very good product
64f07a9b-b2f0-4026-816f-974ae46ee98d,64f07a9b-b2f0-4026-816f-974ae46ee98d,emsl02,Calgary,5,Very good product
bd76def5-4b13-4789-bb1b-09cfff528e63,bd76def5-4b13-4789-bb1b-09cfff528e63,yingyi888,Vancouver,1,Not bad
7030d8e5-c4ed-4ee4-925b-78f170ed166f,7030d8e5-c4ed-4ee4-925b-78f170ed166f,apple123000,Vancouver,0,Good
eb6de6d8-dcc8-4dce-8f13-39afabd6c5e5,eb6de6d8-dcc8-4dce-8f13-39afabd6c5e5,apple123000,Alberta,3,Do not buy it
152f2dea-7db5-4642-bab1-fc5eba428076,152f2dea-7db5-4642-bab1-fc5eba428076,lwe_s,Calgary,7,Not bad
ca1feb9a-79eb-4d01-a40b-37658846911c,ca1feb9a-79eb-4d01-a40b-37658846911c,hihihihi,Alberta,7,Bought
8a365b6d-ec69-4463-aeab-95087b852479,8a365b6d-ec69-4463-aeab-95087b852479,yingyi888,Vancouver,1,Not bad
f56a5726-ad13-41f4-bb3c-a7333c13c7c2,f56a5726-ad13-41f4-bb3c-a7333c13c7c2,hihihihi,Alberta,10,Very good product
55004636-32e2-425c-a510-deca0c2c8ab3,55004636-32e2-425c-a510-deca0c2c8ab3,xxxxx111,Calgary,2,Bought
d308b95b-0324-4fe1-88ef-ff5932301ca3,d308b95b-0324-4fe1-88ef-ff5932301ca3,hihihihi,Calgary,5,Good
c6bd86c0-2bba-4c40-8804-adc7d34b2691,c6bd86c0-2bba-4c40-8804-adc7d34b2691,lwe_s,Vancouver,9,Very good product
2d30d1f4-b5b1-4ac5-a401-2f54f58b1103,2d30d1f4-b5b1-4ac5-a401-2f54f58b1103,apple123000,Montreal,3,Not bad
16f59978-aa40-4913-8be8-5b6513fcb064,16f59978-aa40-4913-8be8-5b6513fcb064,xxxxx111,Toronto,6,Very good product
cea9fc16-4778-4e63-b84c-f575d82e4e68,cea9fc16-4778-4e63-b84c-f575d82e4e68,xxxxx111,Toronto,6,Good
47aca90d-eb5c-47ca-98e2-27bb73a87c37,47aca90d-eb5c-47ca-98e2-27bb73a87c37,xxxxx111,Toronto,10,Bought
cef89172-d136-49ec-8955-513aaf85f584,cef89172-d136-49ec-8955-513aaf85f584,emsl02,Vancouver,1,Very good product
1b913bbe-28bf-4c65-93f9-672b449a0270,1b913bbe-28bf-4c65-93f9-672b449a0270,apple123000,Montreal,6,Very good product
2ddb221e-89ea-4cd1-a93c-238ae6f3602c,2ddb221e-89ea-4cd1-a93c-238ae6f3602c,hihihihi,Montreal,1,Do not buy it
546a059b-9a1e-4c8a-ab65-2f412c2f5a84,546a059b-9a1e-4c8a-ab65-2f412c2f5a84,apple123000,Alberta,8,Bought
3817b348-b17f-411d-8d27-16974f193f28,3817b348-b17f-411d-8d27-16974f193f28,apple123000,Toronto,8,Very good product
1b623146-e356-44ec-89ca-3b4c861b4991,1b623146-e356-44ec-89ca-3b4c861b4991,emsl02,Alberta,7,Do not buy it
e44b4510-6683-4ab2-8bc3-27765e18d12e,e44b4510-6683-4ab2-8bc3-27765e18d12e,emsl02,Alberta,8,It is ok
3be493d1-2077-4670-a0b4-9ed3376a17f2,3be493d1-2077-4670-a0b4-9ed3376a17f2,emsl02,Calgary,9,Bought
91111300-388e-4c3b-91ad-ca748f813cf0,91111300-388e-4c3b-91ad-ca748f813cf0,xxxxx111,Calgary,8,Very good product
b8c58bee-be3c-4930-9cd2-ffa822f757c3,b8c58bee-be3c-4930-9cd2-ffa822f757c3,yingyi888,Vancouver,6,Great
d23819d6-c60f-4fe8-81ef-5c9e168eeded,d23819d6-c60f-4fe8-81ef-5c9e168eeded,emsl02,Calgary,3,Not bad
ecbc86d7-9a7b-4b5a-9669-ab7b23305f27,ecbc86d7-9a7b-4b5a-9669-ab7b23305f27,lwe_s,Toronto,9,Not bad
8e1b5810-22fd-401e-858e-e2b873ff6ecb,8e1b5810-22fd-401e-858e-e2b873ff6ecb,xxxxx111,Alberta,6,Very good product
87c91f17-9388-4db3-bc11-f5ca99979788,87c91f17-9388-4db3-bc11-f5ca99979788,apple123000,Montreal,5,Do not buy it
debfbeee-953b-4d56-8a0f-d3c99c8b16c9,debfbeee-953b-4d56-8a0f-d3c99c8b16c9,lwe_s,Montreal,7,Bought
7cffb557-95d9-4f0e-9f7b-018dce7b4a7b,7cffb557-95d9-4f0e-9f7b-018dce7b4a7b,emsl02,Vancouver,9,Very good product
1bf42dc9-f6d5-4ef4-bb7b-0202194d476d,1bf42dc9-f6d5-4ef4-bb7b-0202194d476d,lwe_s,Alberta,7,It is ok
a8b32b3c-372f-46a5-956a-1eda0f415d06,a8b32b3c-372f-46a5-956a-1eda0f415d06,xxxxx111,Montreal,1,Great
50435291-8b0d-45c3-9dda-e0a98c2b5454,50435291-8b0d-45c3-9dda-e0a98c2b5454,xxxxx111,Toronto,2,Do not buy it
651e59f9-6fd9-481a-a273-0298b443c5c4,651e59f9-6fd9-481a-a273-0298b443c5c4,hihihihi,Toronto,10,Very good product
bd525f92-715c-4b70-b559-4df8685f9cfe,bd525f92-715c-4b70-b559-4df8685f9cfe,emsl02,Vancouver,1,Very good product
19a27470-5951-4594-a906-1f3c2d1ebe03,19a27470-5951-4594-a906-1f3c2d1ebe03,emsl02,Alberta,0,Good
d35c23fe-326b-47bf-875d-759ce31ce9ba,d35c23fe-326b-47bf-875d-759ce31ce9ba,emsl02,Calgary,3,Good
50245f96-a2a2-41a5-9b3d-aab7563f4cbd,50245f96-a2a2-41a5-9b3d-aab7563f4cbd,emsl02,Toronto,7,It is ok
6dafe4c3-ae05-40eb-99d1-3df75e9c19fd,6dafe4c3-ae05-40eb-99d1-3df75e9c19fd,lwe_s,Calgary,8,Good
c10104f8-b6f4-489e-9f7a-42662faf9513,c10104f8-b6f4-489e-9f7a-42662faf9513,hihihihi,Vancouver,6,Do not buy it
2bb7229b-5f09-481c-a130-d4c94d05f18c,2bb7229b-5f09-481c-a130-d4c94d05f18c,emsl02,Montreal,1,Bought
c3741562-ada3-4099-8d81-ba07bc9832c3,c3741562-ada3-4099-8d81-ba07bc9832c3,yingyi888,Alberta,0,Good
6b4ea39f-e77c-40c9-ba20-77f202a150a2,6b4ea39f-e77c-40c9-ba20-77f202a150a2,emsl02,Alberta,4,Bought
20635a84-da31-412c-a84f-bc64b8fa0f24,20635a84-da31-412c-a84f-bc64b8fa0f24,apple123000,Montreal,7,Very good product
ada92191-3c27-4558-801f-786b0f2f0d06,ada92191-3c27-4558-801f-786b0f2f0d06,lwe_s,Toronto,1,Very good product
18221d52-dda1-49d2-b5f6-f3ff953a4926,18221d52-dda1-49d2-b5f6-f3ff953a4926,xxxxx111,Toronto,2,Good
e82260bb-ed66-4b29-b8a0-87e0f7fa8a19,e82260bb-ed66-4b29-b8a0-87e0f7fa8a19,yingyi888,Alberta,5,Great
47728b76-f1f3-4489-a0fe-f57d34118d12,47728b76-f1f3-4489-a0fe-f57d34118d12,xxxxx111,Toronto,4,Great
e35d3912-9fc3-446c-aa0a-14c96beede74,e35d3912-9fc3-446c-aa0a-14c96beede74,hihihihi,Toronto,6,Great
61917559-9cd2-43f4-9629-55368bc80a23,61917559-9cd2-43f4-9629-55368bc80a23,lwe_s,Alberta,8,Do not buy it
9cec315b-1b19-4084-b116-33f109d59636,9cec315b-1b19-4084-b116-33f109d59636,hihihihi,Montreal,4,Very good product
6c159e7f-d9f6-4c11-a3e7-105bea6c35a1,6c159e7f-d9f6-4c11-a3e7-105bea6c35a1,xxxxx111,Calgary,3,Very good product
8cf4ac4f-ce51-489b-a9aa-c1862df873e3,8cf4ac4f-ce51-489b-a9aa-c1862df873e3,xxxxx111,Alberta,2,Bought
9f526228-98ae-4c09-bb0c-998977e25d61,9f526228-98ae-4c09-bb0c-998977e25d61,emsl02,Toronto,10,Great
91555025-0d10-4410-b351-b98b57bdaea7,91555025-0d10-4410-b351-b98b57bdaea7,apple123000,Toronto,6,Do not buy it
adc0c5af-1903-4e46-b797-ffd60cc3ba57,adc0c5af-1903-4e46-b797-ffd60cc3ba57,hihihihi,Toronto,5,It is ok
bfa8305a-b334-4ff2-a9b0-f0ba516bc603,bfa8305a-b334-4ff2-a9b0-f0ba516bc603,yingyi888,Toronto,8,Do not buy it
d46d2243-478f-40d6-9c3e-919d2f4f7ff7,d46d2243-478f-40d6-9c3e-919d2f4f7ff7,yingyi888,Vancouver,7,Bought
d1686738-1b16-4f5b-b05a-58776910f373,d1686738-1b16-4f5b-b05a-58776910f373,emsl02,Montreal,0,It is ok
a5899b5f-638f-4799-abaa-c0f4d9760601,a5899b5f-638f-4799-abaa-c0f4d9760601,xxxxx111,Alberta,10,Good
572d27b2-0617-46a3-b5b9-6925af38e2f6,572d27b2-0617-46a3-b5b9-6925af38e2f6,xxxxx111,Toronto,10,Bought
865b9b2f-76db-4422-a7f1-f5d89bdc4f67,865b9b2f-76db-4422-a7f1-f5d89bdc4f67,yingyi888,Toronto,8,Not bad
95b0db19-1a8f-4237-b5a0-e165935c68fb,95b0db19-1a8f-4237-b5a0-e165935c68fb,xxxxx111,Montreal,5,It is ok
d5fc04c1-7eff-45bc-91c1-2f9e89209e48,d5fc04c1-7eff-45bc-91c1-2f9e89209e48,lwe_s,Vancouver,9,Not bad
d01ac446-1b0f-4f2e-8aed-57664852fc1e,d01ac446-1b0f-4f2e-8aed-57664852fc1e,yingyi888,Montreal,10,Bought
50394c5f-b8a8-4cde-a661-a54895b50c59,50394c5f-b8a8-4cde-a661-a54895b50c59,emsl02,Montreal,5,Good
28357256-1b8c-47e3-9918-7cbaf27d3fc7,28357256-1b8c-47e3-9918-7cbaf27d3fc7,lwe_s,Calgary,8,Do not buy it
9e4953ce-1158-4457-852a-3c378d70ba3d,9e4953ce-1158-4457-852a-3c378d70ba3d,lwe_s,Alberta,0,Bought
33a3dc77-284b-4882-a5d3-363a8f39dd85,33a3dc77-284b-4882-a5d3-363a8f39dd85,xxxxx111,Toronto,7,It is ok
d5ec94f4-93c0-4142-adc4-020b9f0034f9,d5ec94f4-93c0-4142-adc4-020b9f0034f9,lwe_s,Alberta,4,Do not buy it
3e997602-f67e-473f-a600-2df4416e4561,3e997602-f67e-473f-a600-2df4416e4561,apple123000,Calgary,10,It is ok
3e3cb68a-9caa-4918-aff9-273857951e7d,3e3cb68a-9caa-4918-aff9-273857951e7d,xxxxx111,Calgary,5,Great
075f81a3-6eb9-4288-8fa0-df1f534e8e51,075f81a3-6eb9-4288-8fa0-df1f534e8e51,apple123000,Vancouver,3,Good
e48da239-de8b-4743-89a2-8d30bd4fc17d,e48da239-de8b-4743-89a2-8d30bd4fc17d,apple123000,Calgary,1,Very good product
15461a16-750e-480a-81d8-159bcc20d5b0,15461a16-750e-480a-81d8-159bcc20d5b0,hihihihi,Montreal,0,Bought
